Date,Time,Average,Peak
2013:02:24,04:39:4.512,58.201387,58.232548
2013:02:24,04:39:4.608,59.218295,59.256095
2013:02:24,04:39:4.708,57.986769,58.014774
2013:02:24,04:39:4.812,57.852820,57.852820
2013:02:24,04:39:4.908,57.444531,57.516260
2013:02:24,04:39:5.009,56.838985,56.855365
2013:02:24,04:39:5.112,57.405796,57.416790
2013:02:24,04:39:5.208,59.116599,59.131440
2013:02:24,04:39:5.309,57.997226,57.997226
2013:02:24,04:39:5.408,56.743017,56.743017
2013:02:24,04:39:5.510,56.053930,56.053930
2013:02:24,04:39:5.608,55.867078,55.867078
2013:02:24,04:39:5.708,56.634805,56.681630
2013:02:24,04:39:5.811,56.104072,56.106513
2013:02:24,04:39:5.908,54.932847,54.935280
2013:02:24,04:39:6.009,55.799027,55.828676
2013:02:24,04:39:6.112,55.785061,55.785061
2013:02:24,04:39:6.208,53.264610,53.264610
2013:02:24,04:39:6.309,58.926337,58.926337
2013:02:24,04:39:6.412,55.974967,55.989951
2013:02:24,04:39:6.509,55.634441,55.683876
2013:02:24,04:39:6.608,55.315774,55.376812
2013:02:24,04:39:6.708,54.890038,54.895960
2013:02:24,04:39:6.809,55.346233,55.377408
2013:02:24,04:39:6.908,56.655713,56.690387
2013:02:24,04:39:7.008,56.776759,56.796191
2013:02:24,04:39:7.111,55.121037,55.121037
2013:02:24,04:39:7.208,54.573095,54.573095
2013:02:24,04:39:7.308,55.387113,55.409185
2013:02:24,04:39:7.412,57.213400,57.221872
2013:02:24,04:39:7.508,55.498956,55.498956
2013:02:24,04:39:7.609,55.289546,55.291267
2013:02:24,04:39:7.712,54.401836,54.439826
2013:02:24,04:39:7.808,58.955690,59.690272
2013:02:24,04:39:7.908,54.069766,54.069766
2013:02:24,04:39:8.008,56.385140,56.386770
2013:02:24,04:39:8.110,55.473474,55.483742
2013:02:24,04:39:8.208,56.465202,56.471773
2013:02:24,04:39:8.309,55.761434,55.801430
2013:02:24,04:39:8.411,55.270513,55.270513
2013:02:24,04:39:8.508,57.376803,57.376803
2013:02:24,04:39:8.609,56.577338,56.577338
2013:02:24,04:39:8.713,55.665138,55.697768
2013:02:24,04:39:8.808,56.808222,56.862843
2013:02:24,04:39:8.908,55.534976,55.534976
2013:02:24,04:39:9.012,57.851389,57.954690
2013:02:24,04:39:9.108,58.867626,58.879418
2013:02:24,04:39:9.208,55.091293,55.091293
2013:02:24,04:39:9.309,56.087816,56.109177
2013:02:24,04:39:9.409,57.068553,57.112242
2013:02:24,04:39:9.508,55.497324,55.497324
2013:02:24,04:39:9.608,56.096860,56.110510
2013:02:24,04:39:9.711,55.567092,55.567092
2013:02:24,04:39:9.808,54.649991,54.649991
2013:02:24,04:39:9.908,55.117970,55.143398
2013:02:24,04:39:10.012,54.270795,54.275038
2013:02:24,04:39:10.108,55.475271,55.475271
2013:02:24,04:39:10.208,58.938405,58.955097
2013:02:24,04:39:10.312,55.629411,55.632084
2013:02:24,04:39:10.408,55.588218,55.588218
2013:02:24,04:39:10.508,56.147451,56.162941
2013:02:24,04:39:10.608,55.264368,55.264368
2013:02:24,04:39:10.710,56.921877,56.962851
2013:02:24,04:39:10.808,58.414713,58.414713
2013:02:24,04:39:10.908,55.484068,55.484068
2013:02:24,04:39:11.012,52.420469,52.421213
2013:02:24,04:39:11.108,53.205081,53.205081
2013:02:24,04:39:11.208,57.099546,57.099546
2013:02:24,04:39:11.311,54.698323,54.698323
2013:02:24,04:39:11.408,55.982294,55.982294
2013:02:24,04:39:11.508,54.765501,54.765501
2013:02:24,04:39:11.611,53.948669,53.948669
2013:02:24,04:39:11.709,56.245912,56.245912
2013:02:24,04:39:11.808,55.462749,55.462749
2013:02:24,04:39:11.908,55.017578,55.029592
2013:02:24,04:39:12.012,53.558843,53.558843
2013:02:24,04:39:12.108,54.316696,54.316696
2013:02:24,04:39:12.208,52.374362,52.393134
2013:02:24,04:39:12.309,55.588991,55.588991
2013:02:24,04:39:12.408,54.479893,54.485735
2013:02:24,04:39:12.508,51.665542,51.665542
2013:02:24,04:39:12.612,54.462514,54.462514
2013:02:24,04:39:12.708,55.702107,55.702107
2013:02:24,04:39:12.808,54.352331,54.352398
2013:02:24,04:39:12.911,55.202642,55.202642
2013:02:24,04:39:13.009,54.185514,54.197303
2013:02:24,04:39:13.108,53.191062,53.191062
2013:02:24,04:39:13.208,52.852845,52.852845
2013:02:24,04:39:13.310,54.359759,54.391144
2013:02:24,04:39:13.408,55.043320,55.045339
2013:02:24,04:39:13.508,53.565271,53.580907
2013:02:24,04:39:13.614,54.088228,54.104391
2013:02:24,04:39:13.708,54.706951,54.706951
2013:02:24,04:39:13.808,53.674833,53.674833
2013:02:24,04:39:13.912,56.544608,56.554810
2013:02:24,04:39:14.009,62.681937,62.821066
2013:02:24,04:39:14.109,57.159881,57.177631
2013:02:24,04:39:14.212,54.617822,54.618140
2013:02:24,04:39:14.307,54.691978,54.719258
2013:02:24,04:39:14.409,58.965885,59.029956
2013:02:24,04:39:14.508,55.212182,55.241436
2013:02:24,04:39:14.612,56.362442,56.363675
2013:02:24,04:39:14.708,55.510453,55.510453
2013:02:24,04:39:14.808,53.632540,53.647627
2013:02:24,04:39:14.913,53.497904,53.525776
2013:02:24,04:39:15.008,56.223851,56.227109
2013:02:24,04:39:15.108,53.874556,53.885034
2013:02:24,04:39:15.213,54.263108,54.263108
2013:02:24,04:39:15.308,52.531724,52.538606
2013:02:24,04:39:15.408,56.028531,56.081678
2013:02:24,04:39:15.509,51.752317,51.758030
2013:02:24,04:39:15.609,54.713673,54.713673
2013:02:24,04:39:15.708,53.773716,53.773716
2013:02:24,04:39:15.810,55.930499,55.934783
2013:02:24,04:39:15.912,53.018229,53.018229
2013:02:24,04:39:16.008,53.131155,53.131155
2013:02:24,04:39:16.108,52.109121,52.138606
2013:02:24,04:39:16.212,54.837348,54.837348
2013:02:24,04:39:16.308,55.459189,55.462286
2013:02:24,04:39:16.408,52.020181,52.037579
2013:02:24,04:39:16.512,55.715291,55.760300
2013:02:24,04:39:16.608,54.043753,54.050058
2013:02:24,04:39:16.708,53.771507,53.771507
2013:02:24,04:39:16.808,54.745313,54.758531
2013:02:24,04:39:16.910,56.329467,56.329467
2013:02:24,04:39:17.008,54.449111,54.449111
2013:02:24,04:39:17.108,53.647203,53.685827
2013:02:24,04:39:17.211,56.172317,56.172317
2013:02:24,04:39:17.309,53.453044,53.453044
2013:02:24,04:39:17.408,54.108607,54.108607
2013:02:24,04:39:17.512,52.232239,52.253884
2013:02:24,04:39:17.608,55.928404,55.928404
2013:02:24,04:39:17.708,60.265270,63.246108
2013:02:24,04:39:17.810,53.506228,53.506228
2013:02:24,04:39:17.908,53.569876,53.577808
2013:02:24,04:39:18.008,58.355279,58.355279
2013:02:24,04:39:18.108,54.030556,54.045096
2013:02:24,04:39:18.208,54.473582,54.476922
2013:02:24,04:39:18.309,53.029020,53.029020
2013:02:24,04:39:18.408,53.872800,53.891979
2013:02:24,04:39:18.512,64.434604,64.434604
2013:02:24,04:39:18.608,71.015767,71.015772
2013:02:24,04:39:18.709,57.200517,57.350725
2013:02:24,04:39:18.812,56.937773,56.937773
2013:02:24,04:39:18.908,55.529980,55.529980
2013:02:24,04:39:19.008,56.470433,56.470433
2013:02:24,04:39:19.111,57.424029,57.424029
2013:02:24,04:39:19.208,53.518505,53.529835
2013:02:24,04:39:19.308,55.172372,55.177812
2013:02:24,04:39:19.408,54.140628,54.149638
2013:02:24,04:39:19.509,55.972393,55.984113
2013:02:24,04:39:19.608,55.086600,55.086600
2013:02:24,04:39:19.708,54.974188,54.990479
2013:02:24,04:39:19.812,54.036955,54.046418
2013:02:24,04:39:19.908,70.038006,70.086627
2013:02:24,04:39:20.007,52.602658,52.602658
2013:02:24,04:39:20.112,56.575056,57.148568
2013:02:24,04:39:20.208,57.660963,57.703469
2013:02:24,04:39:20.308,57.582293,57.640539
2013:02:24,04:39:20.411,54.231638,54.231638
2013:02:24,04:39:20.509,52.649105,52.651462
2013:02:24,04:39:20.608,53.848873,53.848873
2013:02:24,04:39:20.708,54.319581,54.319581
2013:02:24,04:39:20.811,53.129885,53.139693
2013:02:24,04:39:20.908,52.557995,52.563423
2013:02:24,04:39:21.008,51.584408,51.586474
2013:02:24,04:39:21.112,51.748632,51.778305
2013:02:24,04:39:21.208,52.937839,52.990380
2013:02:24,04:39:21.308,58.057783,58.058981
2013:02:24,04:39:21.412,54.130447,54.132589
2013:02:24,04:39:21.508,54.016370,54.016370
2013:02:24,04:39:21.608,52.112435,52.112435
2013:02:24,04:39:21.708,52.624948,52.624948
2013:02:24,04:39:21.809,53.491280,53.491280
2013:02:24,04:39:21.908,54.217510,54.217510
2013:02:24,04:39:22.008,54.150474,54.150474
2013:02:24,04:39:22.111,69.246556,69.246556
2013:02:24,04:39:22.208,53.038330,53.069532
2013:02:24,04:39:22.308,54.144934,54.156629
2013:02:24,04:39:22.412,57.342451,57.342451
2013:02:24,04:39:22.509,55.370271,55.371986
2013:02:24,04:39:22.608,54.398196,54.398196
2013:02:24,04:39:22.712,53.390920,53.396881
2013:02:24,04:39:22.808,57.788924,57.788924
2013:02:24,04:39:22.909,53.673577,53.684866
2013:02:24,04:39:23.008,54.934422,54.946744
2013:02:24,04:39:23.109,51.198152,51.198152
2013:02:24,04:39:23.208,53.914939,53.923635
2013:02:24,04:39:23.308,53.515644,53.600846
2013:02:24,04:39:23.411,56.075724,56.075724
2013:02:24,04:39:23.508,56.334343,56.341109
2013:02:24,04:39:23.608,55.053765,55.053765
2013:02:24,04:39:23.712,54.398646,54.408095
2013:02:24,04:39:23.808,51.732386,51.830825
2013:02:24,04:39:23.908,53.775274,53.815799
2013:02:24,04:39:24.010,53.889272,53.889515
2013:02:24,04:39:24.108,54.954828,54.954828
2013:02:24,04:39:24.211,52.486186,52.492885
2013:02:24,04:39:24.308,54.633720,54.639265
2013:02:24,04:39:24.408,53.211185,53.216322
2013:02:24,04:39:24.508,55.372487,55.442417
2013:02:24,04:39:24.608,54.318096,54.318096
2013:02:24,04:39:24.713,55.048778,55.067136
2013:02:24,04:39:24.808,55.171600,55.171835
2013:02:24,04:39:24.908,52.674845,52.683462
2013:02:24,04:39:25.012,53.074334,53.085332
2013:02:24,04:39:25.108,51.789537,51.789537
2013:02:24,04:39:25.208,53.849764,53.859243
2013:02:24,04:39:25.311,51.631127,51.631127
2013:02:24,04:39:25.408,52.545276,52.545276
2013:02:24,04:39:25.508,52.368898,52.417279
2013:02:24,04:39:25.608,56.638874,56.638874
2013:02:24,04:39:25.708,55.199683,55.203537
2013:02:24,04:39:25.810,54.442507,54.443786
2013:02:24,04:39:25.907,53.405489,53.423228
2013:02:24,04:39:26.013,53.337170,53.337170
2013:02:24,04:39:26.108,53.439719,53.439719
2013:02:24,04:39:26.208,55.007662,55.016005
2013:02:24,04:39:26.309,54.970039,54.973706
2013:02:24,04:39:26.408,51.389747,51.417593
2013:02:24,04:39:26.508,53.805551,53.817073
2013:02:24,04:39:26.608,53.923577,53.923577
2013:02:24,04:39:26.708,54.183942,54.191775
2013:02:24,04:39:26.808,57.255901,57.327625
2013:02:24,04:39:26.908,56.278745,56.284638
2013:02:24,04:39:27.008,52.908919,52.914670
2013:02:24,04:39:27.108,54.895663,54.932674
2013:02:24,04:39:27.208,54.163919,54.167854
2013:02:24,04:39:27.313,50.254383,50.267832
2013:02:24,04:39:27.408,55.771956,55.771956
2013:02:24,04:39:27.508,52.331097,52.343952
2013:02:24,04:39:27.612,53.908990,53.908990
2013:02:24,04:39:27.708,55.855133,56.414033
2013:02:24,04:39:27.808,50.477731,50.477731
2013:02:24,04:39:27.908,53.518395,53.524435
2013:02:24,04:39:28.009,54.063596,54.077794
2013:02:24,04:39:28.108,54.974227,54.993077
2013:02:24,04:39:28.208,53.552110,53.557300
2013:02:24,04:39:28.309,53.324937,53.390663
2013:02:24,04:39:28.408,55.544973,55.550193
2013:02:24,04:39:28.508,54.633355,54.633355
2013:02:24,04:39:28.612,55.842170,55.898110
2013:02:24,04:39:28.708,54.777479,54.780862
2013:02:24,04:39:28.808,62.454695,62.454695
2013:02:24,04:39:28.912,57.328753,57.505856
2013:02:24,04:39:29.008,54.798019,54.908577
2013:02:24,04:39:29.108,54.998166,54.998166
2013:02:24,04:39:29.208,54.475603,54.475603
2013:02:24,04:39:29.311,55.430697,55.482414
2013:02:24,04:39:29.408,53.906639,54.038187
2013:02:24,04:39:29.508,57.845321,57.852818
2013:02:24,04:39:29.611,53.868002,53.876674
2013:02:24,04:39:29.708,55.357794,55.473731
2013:02:24,04:39:29.808,55.237029,55.256455
2013:02:24,04:39:29.912,54.690262,54.786214
2013:02:24,04:39:30.008,53.057471,53.074758
2013:02:24,04:39:30.108,53.132339,53.189006
2013:02:24,04:39:30.212,54.450803,54.451441
2013:02:24,04:39:30.307,53.973290,53.993227
2013:02:24,04:39:30.408,54.991756,55.037865
2013:02:24,04:39:30.508,54.592079,54.596141
2013:02:24,04:39:30.608,56.228525,56.228525
2013:02:24,04:39:30.708,59.600125,59.600125
2013:02:24,04:39:30.808,66.570543,66.825276
2013:02:24,04:39:30.912,60.558239,60.558239
2013:02:24,04:39:31.008,56.164935,56.252509
2013:02:24,04:39:31.107,57.549817,57.563472
2013:02:24,04:39:31.212,58.491085,58.491085
2013:02:24,04:39:31.310,59.373251,59.373251
2013:02:24,04:39:31.407,55.346696,55.353183
2013:02:24,04:39:31.511,54.899127,54.917220
2013:02:24,04:39:31.608,54.357702,54.364327
2013:02:24,04:39:31.708,57.034253,57.047516
2013:02:24,04:39:31.808,54.663048,54.671610
2013:02:24,04:39:31.907,54.748572,54.748572
2013:02:24,04:39:32.008,57.474319,57.520603
2013:02:24,04:39:32.108,55.756273,55.774823
2013:02:24,04:39:32.212,53.987166,53.987166
2013:02:24,04:39:32.310,56.228450,56.297097
2013:02:24,04:39:32.408,61.573111,61.573111
2013:02:24,04:39:32.510,55.038746,55.050639
2013:02:24,04:39:32.608,57.563068,57.592450
2013:02:24,04:39:32.708,53.535493,53.544885
2013:02:24,04:39:32.810,57.245140,57.310716
2013:02:24,04:39:32.908,54.698174,54.701717
2013:02:24,04:39:33.008,56.085347,56.085347
2013:02:24,04:39:33.108,52.496686,52.496686
2013:02:24,04:39:33.208,52.968256,52.999769
2013:02:24,04:39:33.309,52.549655,52.594762
2013:02:24,04:39:33.408,52.731552,52.733055
2013:02:24,04:39:33.513,59.001922,59.030405
2013:02:24,04:39:33.608,54.140658,54.140658
2013:02:24,04:39:33.708,53.900357,53.947457
2013:02:24,04:39:33.812,52.058950,52.058950
2013:02:24,04:39:33.908,54.211610,54.216135
2013:02:24,04:39:34.008,51.762577,51.773309
2013:02:24,04:39:34.111,54.904671,54.929214
2013:02:24,04:39:34.208,52.033550,52.039762
2013:02:24,04:39:34.310,53.162676,53.162676
2013:02:24,04:39:34.408,52.316458,52.316458
2013:02:24,04:39:34.511,51.592089,51.592089
2013:02:24,04:39:34.608,53.286750,53.328312
2013:02:24,04:39:34.708,53.746988,53.766287
2013:02:24,04:39:34.812,54.709795,54.720414
2013:02:24,04:39:34.908,53.133948,53.136207
2013:02:24,04:39:35.008,57.333256,57.355879
2013:02:24,04:39:35.112,54.537252,54.537252
2013:02:24,04:39:35.209,57.487547,57.510006
2013:02:24,04:39:35.307,51.368812,51.368812
2013:02:24,04:39:35.408,58.390563,58.514388
2013:02:24,04:39:35.508,57.525651,57.525651
2013:02:24,04:39:35.608,51.823257,51.825642
2013:02:24,04:39:35.708,56.252859,56.274106
2013:02:24,04:39:35.811,52.884343,52.894551
2013:02:24,04:39:35.909,54.564665,54.572163
2013:02:24,04:39:36.008,54.768595,54.776583
2013:02:24,04:39:36.109,57.884019,57.884019
2013:02:24,04:39:36.209,56.127096,56.173382
2013:02:24,04:39:36.308,54.791388,54.791388
2013:02:24,04:39:36.412,53.233774,53.287409
2013:02:24,04:39:36.508,54.370015,54.382250
2013:02:24,04:39:36.608,50.836431,50.839002
2013:02:24,04:39:36.712,51.000005,51.000005
2013:02:24,04:39:36.808,53.941497,53.947731
2013:02:24,04:39:36.908,53.087404,53.087404
2013:02:24,04:39:37.008,54.004357,54.009211
2013:02:24,04:39:37.112,52.887880,52.896350
2013:02:24,04:39:37.208,58.822916,58.822916
2013:02:24,04:39:37.308,55.650238,55.672619
2013:02:24,04:39:37.412,56.166942,56.185783
2013:02:24,04:39:37.508,52.713508,52.737004
2013:02:24,04:39:37.608,54.264944,54.274530
2013:02:24,04:39:37.712,65.625512,65.816596
2013:02:24,04:39:37.808,52.149962,52.164005
2013:02:24,04:39:37.908,51.695175,51.695175
2013:02:24,04:39:38.008,55.349995,55.356104
2013:02:24,04:39:38.108,53.840164,53.843650
2013:02:24,04:39:38.208,52.039010,52.071445
2013:02:24,04:39:38.307,50.721776,50.732927
2013:02:24,04:39:38.411,52.145858,52.171400
2013:02:24,04:39:38.508,53.520791,53.520791
2013:02:24,04:39:38.608,52.146398,52.160349
2013:02:24,04:39:38.713,53.291044,53.291044
2013:02:24,04:39:38.809,50.686909,50.694108
2013:02:24,04:39:38.908,52.745926,52.754592
2013:02:24,04:39:39.013,55.968489,55.976317
2013:02:24,04:39:39.110,56.567469,56.571415
2013:02:24,04:39:39.209,52.130698,52.135969
2013:02:24,04:39:39.313,52.740558,52.761329
2013:02:24,04:39:39.411,53.960143,53.960143
2013:02:24,04:39:39.509,52.773747,52.774993
2013:02:24,04:39:39.609,54.515566,54.515566
2013:02:24,04:39:39.713,53.410519,53.429553
2013:02:24,04:39:39.808,51.420516,51.421987
2013:02:24,04:39:39.908,61.972143,61.972143
2013:02:24,04:39:40.013,51.899162,51.902060
2013:02:24,04:39:40.109,51.404659,51.412370
2013:02:24,04:39:40.208,56.356919,56.356919
2013:02:24,04:39:40.308,54.298173,54.302972
2013:02:24,04:39:40.408,54.154861,54.155266
2013:02:24,04:39:40.508,53.122261,53.128694
2013:02:24,04:39:40.607,54.694232,54.694232
2013:02:24,04:39:40.708,52.461314,52.463860
2013:02:24,04:39:40.809,53.182874,53.182874
2013:02:24,04:39:40.908,50.108655,50.185769
2013:02:24,04:39:41.012,51.949024,51.972122
2013:02:24,04:39:41.109,49.790064,49.790064
2013:02:24,04:39:41.208,52.760262,52.760262
2013:02:24,04:39:41.310,53.254296,53.254296
2013:02:24,04:39:41.409,51.872027,51.872027
2013:02:24,04:39:41.508,54.173962,54.173962
2013:02:24,04:39:41.607,51.187487,51.187487
2013:02:24,04:39:41.708,51.703258,51.715694
2013:02:24,04:39:41.808,54.712694,54.796436
2013:02:24,04:39:41.908,53.725299,53.725299
2013:02:24,04:39:42.010,51.431793,51.439485
2013:02:24,04:39:42.108,53.309980,53.345854
2013:02:24,04:39:42.208,52.212504,52.308423
2013:02:24,04:39:42.309,54.850754,54.850754
2013:02:24,04:39:42.408,54.754505,54.754505
2013:02:24,04:39:42.508,54.473369,54.479706
2013:02:24,04:39:42.612,52.348943,52.348943
2013:02:24,04:39:42.708,53.062889,53.066710
2013:02:24,04:39:42.808,53.485619,53.496619
2013:02:24,04:39:42.908,51.707152,51.714029
2013:02:24,04:39:43.008,56.195701,56.195701
2013:02:24,04:39:43.108,52.494611,52.550593
2013:02:24,04:39:43.208,52.449791,52.472907
2013:02:24,04:39:43.311,50.880313,50.880313
2013:02:24,04:39:43.408,51.443021,51.443021
2013:02:24,04:39:43.508,49.647112,49.647112
2013:02:24,04:39:43.612,56.636257,56.636567
2013:02:24,04:39:43.708,52.870031,52.887245
2013:02:24,04:39:43.808,51.923757,51.923878
2013:02:24,04:39:43.912,51.807959,51.810471
2013:02:24,04:39:44.008,53.325969,53.333735
2013:02:24,04:39:44.109,55.373235,55.386532
2013:02:24,04:39:44.208,63.808270,63.808270
2013:02:24,04:39:44.313,58.535981,58.580760
2013:02:24,04:39:44.408,60.494274,60.494274
2013:02:24,04:39:44.507,60.612046,61.060545
2013:02:24,04:39:44.611,63.043596,63.627539
2013:02:24,04:39:44.708,58.147744,58.267141
2013:02:24,04:39:44.808,62.207731,64.314232
2013:02:24,04:39:44.912,53.974493,53.974493
2013:02:24,04:39:45.008,54.321861,54.321861
2013:02:24,04:39:45.108,64.418097,64.418097
2013:02:24,04:39:45.212,53.891946,53.891946
2013:02:24,04:39:45.308,55.594429,55.669958
2013:02:24,04:39:45.408,52.008128,52.018006
2013:02:24,04:39:45.508,55.004348,55.004348
2013:02:24,04:39:45.608,58.677072,58.677072
2013:02:24,04:39:45.708,52.961851,52.961851
2013:02:24,04:39:45.808,54.747638,54.747638
2013:02:24,04:39:45.911,57.588036,57.633727
2013:02:24,04:39:46.008,54.511526,54.511901
2013:02:24,04:39:46.108,55.879803,55.879803
2013:02:24,04:39:46.214,63.904683,64.769743
2013:02:24,04:39:46.308,57.762790,57.788209
2013:02:24,04:39:46.408,57.609049,57.609049
2013:02:24,04:39:46.510,52.090628,52.094245
2013:02:24,04:39:46.608,51.960873,52.048712
2013:02:24,04:39:46.708,58.062926,58.202236
2013:02:24,04:39:46.808,59.829259,59.829259
2013:02:24,04:39:46.908,57.100038,57.115129
2013:02:24,04:39:47.008,71.556124,71.960004
2013:02:24,04:39:47.107,53.454026,53.454026
2013:02:24,04:39:47.212,53.201559,53.201559
2013:02:24,04:39:47.308,55.333830,55.362572
2013:02:24,04:39:47.408,56.165127,56.165127
2013:02:24,04:39:47.512,75.272513,75.615580
2013:02:24,04:39:47.609,52.576185,52.594148
2013:02:24,04:39:47.708,53.011934,53.011934
2013:02:24,04:39:47.811,63.162737,64.860605
2013:02:24,04:39:47.908,51.583426,51.588752
2013:02:24,04:39:48.009,60.862993,60.926508
2013:02:24,04:39:48.108,57.175279,57.175751
2013:02:24,04:39:48.210,54.522086,54.522086
2013:02:24,04:39:48.307,51.992905,51.992905
2013:02:24,04:39:48.408,55.219012,55.220794
2013:02:24,04:39:48.512,58.247239,58.255537
2013:02:24,04:39:48.609,56.026419,56.041769
2013:02:24,04:39:48.708,56.193196,56.193196
2013:02:24,04:39:48.812,54.895517,54.895517
2013:02:24,04:39:48.908,61.343276,61.343276
2013:02:24,04:39:49.007,57.189908,57.207488
2013:02:24,04:39:49.113,54.988603,54.991208
2013:02:24,04:39:49.208,54.448942,54.450749
2013:02:24,04:39:49.309,53.378630,53.382494
2013:02:24,04:39:49.407,52.657969,52.657969
2013:02:24,04:39:49.511,51.721303,51.734693
2013:02:24,04:39:49.608,52.203300,52.203300
2013:02:24,04:39:49.708,58.219128,58.219128
2013:02:24,04:39:49.812,51.478758,51.478758
2013:02:24,04:39:49.908,50.210619,50.257168
2013:02:24,04:39:50.007,52.231044,52.231044
2013:02:24,04:39:50.110,52.736855,52.736855
2013:02:24,04:39:50.208,54.038181,54.047856
2013:02:24,04:39:50.307,53.930654,53.930654
2013:02:24,04:39:50.408,56.583513,56.583513
2013:02:24,04:39:50.507,53.294520,53.294520
2013:02:24,04:39:50.608,59.847190,59.847190
2013:02:24,04:39:50.708,54.982804,54.982804
2013:02:24,04:39:50.811,55.524928,55.524928
2013:02:24,04:39:50.908,53.183331,53.188469
2013:02:24,04:39:51.008,57.907307,57.907307
2013:02:24,04:39:51.112,50.907093,50.907093
2013:02:24,04:39:51.208,52.450035,52.457928
2013:02:24,04:39:51.308,52.984920,52.984920
2013:02:24,04:39:51.412,55.611458,55.616385
2013:02:24,04:39:51.507,54.267171,54.280311
2013:02:24,04:39:51.608,52.468564,52.472315
2013:02:24,04:39:51.708,51.360528,51.360528
2013:02:24,04:39:51.808,53.539277,53.539277
2013:02:24,04:39:51.908,51.812176,51.828584
2013:02:24,04:39:52.008,57.095064,57.095064
2013:02:24,04:39:52.111,52.638925,52.639855
2013:02:24,04:39:52.208,53.430198,53.430198
2013:02:24,04:39:52.308,51.678989,51.691748
2013:02:24,04:39:52.412,51.562763,51.562763
2013:02:24,04:39:52.508,54.784511,54.784511
2013:02:24,04:39:52.609,59.396607,59.422244
2013:02:24,04:39:52.713,53.723470,53.730683
2013:02:24,04:39:52.809,51.957881,51.957881
2013:02:24,04:39:52.909,53.985858,53.985858
2013:02:24,04:39:53.008,53.275819,53.286360
2013:02:24,04:39:53.111,55.483857,55.483857
2013:02:24,04:39:53.208,54.268987,54.268987
2013:02:24,04:39:53.308,52.259041,52.259041
2013:02:24,04:39:53.413,52.229998,52.258159
2013:02:24,04:39:53.508,51.308689,51.330704
2013:02:24,04:39:53.608,52.079091,52.083199
2013:02:24,04:39:53.713,54.059321,54.059321
2013:02:24,04:39:53.808,53.319570,53.319570
2013:02:24,04:39:53.908,53.386923,53.387885
2013:02:24,04:39:54.011,52.818184,52.818184
2013:02:24,04:39:54.108,52.679973,52.679973
2013:02:24,04:39:54.208,52.941432,52.941432
2013:02:24,04:39:54.308,57.014566,57.014566
2013:02:24,04:39:54.407,52.758362,52.758362
2013:02:24,04:39:54.508,52.624896,52.624896
2013:02:24,04:39:54.608,51.264970,51.264970
2013:02:24,04:39:54.712,52.387675,52.387675
2013:02:24,04:39:54.808,58.710924,58.821441
2013:02:24,04:39:54.908,58.590553,58.590553
2013:02:24,04:39:55.012,52.881246,52.896583
2013:02:24,04:39:55.108,53.939351,53.968806
2013:02:24,04:39:55.208,52.438025,52.438025
2013:02:24,04:39:55.311,54.532586,54.538461
2013:02:24,04:39:55.408,54.184272,54.184272
2013:02:24,04:39:55.508,54.909891,54.939756
2013:02:24,04:39:55.608,51.938492,51.973445
2013:02:24,04:39:55.710,68.824455,68.857055
2013:02:24,04:39:55.808,52.475943,52.475943
2013:02:24,04:39:55.908,54.851918,54.854654
2013:02:24,04:39:56.013,54.833615,54.833615
2013:02:24,04:39:56.108,55.754843,55.754843
2013:02:24,04:39:56.207,53.481383,53.482599
2013:02:24,04:39:56.310,53.989248,53.989248
2013:02:24,04:39:56.408,55.444626,55.444626
2013:02:24,04:39:56.508,53.781266,53.781266
2013:02:24,04:39:56.608,54.861663,54.861663
2013:02:24,04:39:56.708,54.016765,54.047784
2013:02:24,04:39:56.808,54.823454,54.862635
2013:02:24,04:39:56.909,52.277133,52.296903
2013:02:24,04:39:57.012,55.034209,55.037669
2013:02:24,04:39:57.108,55.884056,55.884056
2013:02:24,04:39:57.208,57.999816,57.999816
2013:02:24,04:39:57.313,53.777721,53.787360
2013:02:24,04:39:57.410,54.626785,54.626785
2013:02:24,04:39:57.508,54.344595,54.350283
2013:02:24,04:39:57.612,56.449303,56.455634
2013:02:24,04:39:57.708,56.156118,56.157424
2013:02:24,04:39:57.808,62.841934,62.850539
2013:02:24,04:39:57.912,56.331144,56.341349
2013:02:24,04:39:58.008,53.353974,53.353974
2013:02:24,04:39:58.108,56.645193,56.668389
2013:02:24,04:39:58.207,56.254965,56.276221
2013:02:24,04:39:58.311,55.351512,55.364221
2013:02:24,04:39:58.408,57.576897,57.648372
2013:02:24,04:39:58.508,55.889627,55.907323
2013:02:24,04:39:58.612,54.668842,54.668842
2013:02:24,04:39:58.708,56.566766,56.574497
2013:02:24,04:39:58.808,55.545704,55.545704
2013:02:24,04:39:58.912,58.093642,58.093642
2013:02:24,04:39:59.008,58.463872,58.463872
2013:02:24,04:39:59.108,52.773372,52.790262
2013:02:24,04:39:59.208,52.773703,52.820679
2013:02:24,04:39:59.310,53.544669,53.549271
2013:02:24,04:39:59.408,52.927373,52.927373
2013:02:24,04:39:59.508,55.049846,55.070864
2013:02:24,04:39:59.612,56.442389,56.443151
2013:02:24,04:39:59.708,55.276254,55.286767
2013:02:24,04:39:59.808,55.599288,55.610194
2013:02:24,04:39:59.912,56.668762,56.668762
2013:02:24,04:40:0.008,54.554575,54.554575
2013:02:24,04:40:0.108,60.091646,60.091646
2013:02:24,04:40:0.212,55.255710,55.255710
2013:02:24,04:40:0.308,54.595241,54.651916
