Date,Time,Average,Peak
2013:02:24,04:22:20.012,52.842650,52.850842
2013:02:24,04:22:20.108,54.769861,54.773834
2013:02:24,04:22:20.208,57.754163,57.874918
2013:02:24,04:22:20.308,49.694836,49.694836
2013:02:24,04:22:20.408,52.708663,52.716040
2013:02:24,04:22:20.508,52.423514,52.470485
2013:02:24,04:22:20.608,53.051779,53.056582
2013:02:24,04:22:20.709,53.033027,53.092462
2013:02:24,04:22:20.808,54.910934,54.910936
2013:02:24,04:22:20.908,55.317565,55.433040
2013:02:24,04:22:21.009,48.462717,48.484035
2013:02:24,04:22:21.108,51.414528,51.436400
2013:02:24,04:22:21.209,53.074399,53.084351
2013:02:24,04:22:21.312,54.683136,54.919840
2013:02:24,04:22:21.410,50.494581,50.500563
2013:02:24,04:22:21.508,51.097214,51.178085
2013:02:24,04:22:21.608,52.173069,52.173069
2013:02:24,04:22:21.708,50.907086,50.909893
2013:02:24,04:22:21.808,57.829849,57.829849
2013:02:24,04:22:21.908,57.675401,57.675401
2013:02:24,04:22:22.012,57.786365,57.805175
2013:02:24,04:22:22.107,50.605592,50.605592
2013:02:24,04:22:22.208,50.062064,50.062064
2013:02:24,04:22:22.310,52.904985,52.904985
2013:02:24,04:22:22.407,54.444849,54.461228
2013:02:24,04:22:22.507,50.790041,50.790041
2013:02:24,04:22:22.608,55.764162,55.764162
2013:02:24,04:22:22.708,51.680100,51.680100
2013:02:24,04:22:22.808,53.115298,53.115298
2013:02:24,04:22:22.908,52.036456,52.054967
2013:02:24,04:22:23.008,53.169329,53.169329
2013:02:24,04:22:23.108,51.791358,51.791358
2013:02:24,04:22:23.208,54.640228,54.640228
2013:02:24,04:22:23.309,50.580738,50.581437
2013:02:24,04:22:23.408,54.994038,54.994038
2013:02:24,04:22:23.508,55.786841,55.839956
2013:02:24,04:22:23.609,52.673151,52.676558
2013:02:24,04:22:23.708,50.728797,50.807913
2013:02:24,04:22:23.808,53.390981,53.393944
2013:02:24,04:22:23.908,51.820299,51.820299
2013:02:24,04:22:24.008,53.748292,53.921039
2013:02:24,04:22:24.108,57.448942,57.467479
2013:02:24,04:22:24.208,54.164273,54.164273
2013:02:24,04:22:24.309,53.253676,53.268767
2013:02:24,04:22:24.408,59.170693,59.292862
2013:02:24,04:22:24.508,62.443636,62.443636
2013:02:24,04:22:24.609,59.186280,59.520721
2013:02:24,04:22:24.708,59.042170,59.245856
2013:02:24,04:22:24.808,66.163716,67.666635
2013:02:24,04:22:24.909,69.066722,69.066722
2013:02:24,04:22:25.011,63.002298,63.348872
2013:02:24,04:22:25.112,62.090185,62.206275
2013:02:24,04:22:25.212,60.102315,60.372806
2013:02:24,04:22:25.308,58.657117,59.001334
2013:02:24,04:22:25.409,71.695295,71.695295
2013:02:24,04:22:25.509,82.077533,83.055436
2013:02:24,04:22:25.611,81.421908,81.421908
2013:02:24,04:22:25.708,69.745995,70.092447
2013:02:24,04:22:25.808,68.226554,68.226554
2013:02:24,04:22:25.913,74.735453,74.735453
2013:02:24,04:22:26.008,69.873810,69.976626
2013:02:24,04:22:26.108,82.984902,86.307875
2013:02:24,04:22:26.213,71.929783,72.593854
2013:02:24,04:22:26.308,75.898153,76.099087
2013:02:24,04:22:26.409,69.429476,69.429476
2013:02:24,04:22:26.508,81.212546,82.750849
2013:02:24,04:22:26.610,74.184266,74.814107
2013:02:24,04:22:26.708,77.450898,77.576408
2013:02:24,04:22:26.808,74.379144,74.732803
2013:02:24,04:22:26.911,67.846643,67.846643
2013:02:24,04:22:27.008,64.651455,64.651455
2013:02:24,04:22:27.108,63.072358,63.897329
2013:02:24,04:22:27.214,56.080218,56.099023
2013:02:24,04:22:27.308,55.303546,55.309098
2013:02:24,04:22:27.408,54.290903,54.340230
2013:02:24,04:22:27.513,58.290985,58.624345
2013:02:24,04:22:27.609,60.018192,60.961847
2013:02:24,04:22:27.709,57.140063,57.140063
2013:02:24,04:22:27.809,77.047511,80.428926
2013:02:24,04:22:27.908,72.485873,72.603338
2013:02:24,04:22:28.009,72.829864,72.837001
2013:02:24,04:22:28.109,76.916091,76.916091
2013:02:24,04:22:28.214,79.082082,79.147399
2013:02:24,04:22:28.308,69.901447,69.901447
2013:02:24,04:22:28.408,71.678664,72.075104
2013:02:24,04:22:28.511,69.273390,69.300635
2013:02:24,04:22:28.608,75.927548,75.927548
2013:02:24,04:22:28.708,66.906378,66.923714
2013:02:24,04:22:28.811,69.802471,70.189506
2013:02:24,04:22:28.908,74.182362,74.182362
2013:02:24,04:22:29.008,76.798355,76.798355
2013:02:24,04:22:29.108,75.827810,77.057127
2013:02:24,04:22:29.212,63.353909,63.416127
2013:02:24,04:22:29.308,60.231073,60.236703
2013:02:24,04:22:29.408,57.709433,57.711999
2013:02:24,04:22:29.512,56.258324,56.258324
2013:02:24,04:22:29.608,68.674584,68.674584
2013:02:24,04:22:29.708,69.998318,70.082907
2013:02:24,04:22:29.812,65.977154,66.494251
2013:02:24,04:22:29.908,63.413310,63.413310
2013:02:24,04:22:30.008,74.322846,74.322846
2013:02:24,04:22:30.111,75.867020,76.285325
2013:02:24,04:22:30.209,70.633323,71.922183
2013:02:24,04:22:30.308,64.098766,64.127621
2013:02:24,04:22:30.408,53.933290,54.060497
2013:02:24,04:22:30.511,51.438471,51.445401
2013:02:24,04:22:30.608,51.317380,51.333077
2013:02:24,04:22:30.710,50.974851,50.978904
2013:02:24,04:22:30.809,56.271582,56.271582
2013:02:24,04:22:30.908,53.680326,53.712040
2013:02:24,04:22:31.009,54.545838,54.545838
2013:02:24,04:22:31.112,59.459893,59.459893
2013:02:24,04:22:31.209,57.935206,57.958152
2013:02:24,04:22:31.308,59.304308,59.320024
2013:02:24,04:22:31.408,61.237456,62.057992
2013:02:24,04:22:31.509,50.735049,50.764935
2013:02:24,04:22:31.609,50.585392,50.585392
2013:02:24,04:22:31.708,50.532622,50.532622
2013:02:24,04:22:31.811,52.898432,52.898432
2013:02:24,04:22:31.908,50.461071,50.486134
2013:02:24,04:22:32.008,50.698294,50.701055
2013:02:24,04:22:32.112,51.125157,51.125157
2013:02:24,04:22:32.209,54.064411,54.175122
2013:02:24,04:22:32.307,54.759663,54.759663
2013:02:24,04:22:32.412,51.453295,51.457578
2013:02:24,04:22:32.508,52.593202,52.598229
2013:02:24,04:22:32.608,54.284480,54.486669
2013:02:24,04:22:32.708,52.357363,52.357363
2013:02:24,04:22:32.809,51.986580,52.016215
2013:02:24,04:22:32.908,54.180075,54.191617
2013:02:24,04:22:33.008,51.480826,51.489157
2013:02:24,04:22:33.111,56.383732,56.400250
2013:02:24,04:22:33.209,52.394909,52.483535
2013:02:24,04:22:33.308,53.238396,53.238396
2013:02:24,04:22:33.412,63.386047,63.403752
2013:02:24,04:22:33.508,53.087846,53.087846
2013:02:24,04:22:33.608,53.977597,53.977597
2013:02:24,04:22:33.712,53.066548,53.320548
2013:02:24,04:22:33.808,52.675196,52.710327
2013:02:24,04:22:33.908,51.243355,51.243355
2013:02:24,04:22:34.008,51.601112,51.684703
2013:02:24,04:22:34.110,52.950334,52.950334
2013:02:24,04:22:34.209,51.504922,51.504922
2013:02:24,04:22:34.308,53.765066,53.803353
2013:02:24,04:22:34.411,51.744930,51.744930
2013:02:24,04:22:34.508,52.014515,52.024589
2013:02:24,04:22:34.608,56.018446,56.101606
2013:02:24,04:22:34.712,57.388666,57.644460
2013:02:24,04:22:34.810,54.964478,54.964478
2013:02:24,04:22:34.908,50.844762,51.016699
2013:02:24,04:22:35.010,49.398917,49.436783
2013:02:24,04:22:35.108,52.267006,52.269315
2013:02:24,04:22:35.209,54.625244,54.659912
2013:02:24,04:22:35.309,51.265789,51.272812
2013:02:24,04:22:35.410,58.230657,58.237983
2013:02:24,04:22:35.508,50.574974,50.574974
2013:02:24,04:22:35.608,56.500740,56.520994
2013:02:24,04:22:35.712,51.868697,51.900915
2013:02:24,04:22:35.808,58.992417,59.252119
2013:02:24,04:22:35.908,59.784503,59.784503
2013:02:24,04:22:36.012,66.722993,66.722993
2013:02:24,04:22:36.108,53.493114,53.493114
2013:02:24,04:22:36.209,50.152695,50.267405
2013:02:24,04:22:36.308,52.852535,52.858829
2013:02:24,04:22:36.408,57.008381,57.020395
2013:02:24,04:22:36.508,51.492201,51.513848
2013:02:24,04:22:36.608,55.874565,55.874565
2013:02:24,04:22:36.710,49.302081,49.302081
2013:02:24,04:22:36.808,51.571903,51.615421
2013:02:24,04:22:36.908,53.863304,53.863304
2013:02:24,04:22:37.012,56.063453,56.087739
2013:02:24,04:22:37.108,51.946391,51.974360
2013:02:24,04:22:37.209,50.294234,50.318479
2013:02:24,04:22:37.313,50.104949,50.104949
2013:02:24,04:22:37.408,49.050387,49.053244
2013:02:24,04:22:37.508,53.287660,53.287660
2013:02:24,04:22:37.611,53.240378,53.282826
2013:02:24,04:22:37.709,50.774861,50.774861
2013:02:24,04:22:37.808,52.548485,52.564272
2013:02:24,04:22:37.908,50.246599,50.246599
2013:02:24,04:22:38.011,53.136692,53.136692
2013:02:24,04:22:38.108,51.540162,51.554660
2013:02:24,04:22:38.209,51.710500,51.712073
2013:02:24,04:22:38.309,52.706951,52.748339
2013:02:24,04:22:38.408,53.970652,53.970652
2013:02:24,04:22:38.508,51.946983,51.946983
2013:02:24,04:22:38.612,52.505840,52.522338
2013:02:24,04:22:38.708,52.075370,52.131148
2013:02:24,04:22:38.808,53.986844,54.012066
2013:02:24,04:22:38.908,51.531029,51.533913
2013:02:24,04:22:39.009,49.828449,49.828449
2013:02:24,04:22:39.108,49.337496,49.401861
2013:02:24,04:22:39.209,52.792829,52.800853
2013:02:24,04:22:39.309,54.267552,54.272103
2013:02:24,04:22:39.408,51.501958,51.501958
2013:02:24,04:22:39.508,58.197591,58.264679
2013:02:24,04:22:39.612,52.415002,52.438997
2013:02:24,04:22:39.708,48.974574,48.976972
2013:02:24,04:22:39.808,49.801799,49.806797
2013:02:24,04:22:39.912,54.781887,54.803198
2013:02:24,04:22:40.008,52.894828,52.910861
2013:02:24,04:22:40.108,50.549861,50.551376
2013:02:24,04:22:40.214,52.523446,52.632985
2013:02:24,04:22:40.308,53.368291,53.390798
2013:02:24,04:22:40.408,53.322367,53.322839
2013:02:24,04:22:40.508,52.917326,52.949842
2013:02:24,04:22:40.611,51.777056,51.777056
2013:02:24,04:22:40.708,53.482977,53.610804
2013:02:24,04:22:40.808,58.752382,58.752382
2013:02:24,04:22:40.912,58.126636,59.504105
2013:02:24,04:22:41.008,48.583877,48.583877
2013:02:24,04:22:41.108,54.302257,54.310039
2013:02:24,04:22:41.214,53.072383,53.077243
2013:02:24,04:22:41.308,67.192567,67.192567
2013:02:24,04:22:41.410,54.013391,54.043473
2013:02:24,04:22:41.512,52.522521,52.562951
2013:02:24,04:22:41.611,62.931247,64.081341
2013:02:24,04:22:41.709,55.489897,55.505771
2013:02:24,04:22:41.808,58.775762,58.775762
2013:02:24,04:22:41.912,66.842179,66.842179
2013:02:24,04:22:42.009,61.462591,61.462591
2013:02:24,04:22:42.110,58.637308,58.733175
2013:02:24,04:22:42.214,56.592693,56.592693
2013:02:24,04:22:42.307,58.071538,58.071538
2013:02:24,04:22:42.408,53.192887,53.205926
2013:02:24,04:22:42.511,63.919757,65.162315
2013:02:24,04:22:42.608,62.977444,62.982873
2013:02:24,04:22:42.709,62.028048,62.047839
2013:02:24,04:22:42.809,53.904389,53.904389
2013:02:24,04:22:42.908,67.944340,67.989145
2013:02:24,04:22:43.008,73.859538,73.859538
2013:02:24,04:22:43.108,72.383510,72.594643
2013:02:24,04:22:43.209,72.224381,72.463740
2013:02:24,04:22:43.308,65.451589,65.662164
2013:02:24,04:22:43.408,60.669255,60.669255
2013:02:24,04:22:43.512,61.320443,61.434488
2013:02:24,04:22:43.608,67.338123,67.466055
2013:02:24,04:22:43.708,68.164792,68.775027
2013:02:24,04:22:43.811,70.488725,70.488725
2013:02:24,04:22:43.908,69.541829,69.541829
2013:02:24,04:22:44.008,65.231956,65.375458
2013:02:24,04:22:44.108,67.071900,67.071900
2013:02:24,04:22:44.208,63.756550,63.756550
2013:02:24,04:22:44.308,73.593285,74.878189
2013:02:24,04:22:44.408,65.790461,65.790461
2013:02:24,04:22:44.512,64.468127,65.247262
2013:02:24,04:22:44.608,62.894869,63.053441
2013:02:24,04:22:44.709,61.846190,62.007162
2013:02:24,04:22:44.812,63.140526,63.140526
2013:02:24,04:22:44.908,70.963065,70.963065
2013:02:24,04:22:45.008,68.432851,68.432851
2013:02:24,04:22:45.111,69.052833,69.052833
2013:02:24,04:22:45.210,66.558938,66.631424
2013:02:24,04:22:45.308,73.510954,73.510954
2013:02:24,04:22:45.408,68.645188,68.645188
2013:02:24,04:22:45.508,71.684755,71.684755
2013:02:24,04:22:45.608,66.289330,66.790159
2013:02:24,04:22:45.708,54.719611,55.729375
2013:02:24,04:22:45.812,55.652082,55.654470
2013:02:24,04:22:45.908,56.552632,56.552632
2013:02:24,04:22:46.008,62.866341,63.027918
2013:02:24,04:22:46.112,64.559842,64.910202
2013:02:24,04:22:46.208,63.432450,63.434359
2013:02:24,04:22:46.308,62.751207,63.082607
2013:02:24,04:22:46.408,67.717419,67.717419
2013:02:24,04:22:46.508,56.134286,56.158926
2013:02:24,04:22:46.608,64.304231,64.561528
2013:02:24,04:22:46.708,56.641485,56.700229
2013:02:24,04:22:46.811,59.730335,59.730335
2013:02:24,04:22:46.909,51.675355,51.683746
2013:02:24,04:22:47.009,55.033848,55.033848
2013:02:24,04:22:47.111,58.088352,58.348435
2013:02:24,04:22:47.209,59.611013,59.680630
2013:02:24,04:22:47.307,60.693630,60.693630
2013:02:24,04:22:47.412,66.098191,66.160777
2013:02:24,04:22:47.508,69.055448,69.055448
2013:02:24,04:22:47.608,68.174785,68.174785
2013:02:24,04:22:47.708,75.252001,75.305070
2013:02:24,04:22:47.809,70.928948,70.928948
2013:02:24,04:22:47.908,64.213338,64.706094
2013:02:24,04:22:48.008,63.544483,63.544483
2013:02:24,04:22:48.111,71.640125,71.715049
2013:02:24,04:22:48.209,63.045666,64.221378
2013:02:24,04:22:48.308,73.269538,73.269538
2013:02:24,04:22:48.412,75.475500,75.494938
2013:02:24,04:22:48.508,65.380782,65.380782
2013:02:24,04:22:48.608,66.574790,66.574790
2013:02:24,04:22:48.710,73.677970,73.783428
2013:02:24,04:22:48.808,72.479540,72.609031
2013:02:24,04:22:48.908,79.752723,79.752723
2013:02:24,04:22:49.008,73.281405,73.307657
2013:02:24,04:22:49.110,68.949264,69.084227
2013:02:24,04:22:49.209,57.517141,57.520521
2013:02:24,04:22:49.308,52.393746,52.393746
2013:02:24,04:22:49.412,61.132114,61.190431
2013:02:24,04:22:49.508,62.759699,62.910471
2013:02:24,04:22:49.608,74.721548,74.721548
2013:02:24,04:22:49.712,70.850758,72.055631
2013:02:24,04:22:49.808,66.647386,68.506110
2013:02:24,04:22:49.909,73.161845,73.656798
2013:02:24,04:22:50.011,77.689464,78.070636
2013:02:24,04:22:50.108,76.528959,76.728112
2013:02:24,04:22:50.209,76.066898,76.066898
2013:02:24,04:22:50.308,77.053159,77.356674
2013:02:24,04:22:50.411,76.335324,76.564800
2013:02:24,04:22:50.508,71.111113,71.982406
2013:02:24,04:22:50.608,83.319875,84.525081
2013:02:24,04:22:50.712,81.952670,82.413913
2013:02:24,04:22:50.808,92.718723,92.856254
2013:02:24,04:22:50.908,80.916786,81.108167
2013:02:24,04:22:51.012,72.093231,72.132514
2013:02:24,04:22:51.108,77.495958,77.802316
2013:02:24,04:22:51.209,83.517636,83.517636
2013:02:24,04:22:51.311,85.724593,85.724593
2013:02:24,04:22:51.408,84.329737,85.480642
2013:02:24,04:22:51.508,71.599272,72.472243
2013:02:24,04:22:51.608,77.977213,77.977213
2013:02:24,04:22:51.710,70.465282,70.552240
2013:02:24,04:22:51.808,59.714398,59.714398
2013:02:24,04:22:51.908,69.027772,71.829324
2013:02:24,04:22:52.012,58.301549,58.336149
2013:02:24,04:22:52.110,64.630984,64.645634
2013:02:24,04:22:52.210,67.402151,67.402151
2013:02:24,04:22:52.313,74.668547,76.174835
2013:02:24,04:22:52.407,74.272898,74.358200
2013:02:24,04:22:52.509,73.738871,73.820079
2013:02:24,04:22:52.608,72.293864,72.403881
2013:02:24,04:22:52.709,71.557463,72.807537
2013:02:24,04:22:52.809,72.435775,72.435775
2013:02:24,04:22:52.908,73.357892,74.716942
2013:02:24,04:22:53.010,70.990615,71.122948
2013:02:24,04:22:53.109,61.806744,61.955786
2013:02:24,04:22:53.210,77.308128,78.548201
2013:02:24,04:22:53.309,74.646191,74.646191
2013:02:24,04:22:53.408,75.431204,75.431204
2013:02:24,04:22:53.508,76.930772,77.008155
2013:02:24,04:22:53.612,74.854729,75.480783
2013:02:24,04:22:53.708,76.036585,76.359792
2013:02:24,04:22:53.808,72.175977,72.175977
2013:02:24,04:22:53.908,65.768852,65.874225
2013:02:24,04:22:54.009,60.133967,60.161238
2013:02:24,04:22:54.109,62.901890,62.901890
2013:02:24,04:22:54.213,76.225337,76.378801
2013:02:24,04:22:54.309,87.068408,87.767233
2013:02:24,04:22:54.409,77.610030,77.610030
2013:02:24,04:22:54.509,68.336087,70.180932
2013:02:24,04:22:54.613,70.999930,71.004456
2013:02:24,04:22:54.709,69.161732,69.166876
2013:02:24,04:22:54.808,74.861841,74.861841
2013:02:24,04:22:54.913,77.471594,78.134483
2013:02:24,04:22:55.008,75.735988,75.933484
2013:02:24,04:22:55.108,74.552094,74.552094
2013:02:24,04:22:55.208,74.487022,75.004233
2013:02:24,04:22:55.308,73.622669,73.622669
2013:02:24,04:22:55.408,81.537832,81.625580
2013:02:24,04:22:55.508,84.255247,84.292337
2013:02:24,04:22:55.611,73.254253,74.215448
2013:02:24,04:22:55.708,80.902409,80.919405
2013:02:24,04:22:55.808,71.144528,71.345890
2013:02:24,04:22:55.912,77.659745,77.659745
2013:02:24,04:22:56.008,82.764969,83.073895
2013:02:24,04:22:56.108,79.521789,79.521789
2013:02:24,04:22:56.214,61.351831,61.351831
2013:02:24,04:22:56.308,78.085519,78.351251
2013:02:24,04:22:56.408,70.727207,70.727207
2013:02:24,04:22:56.508,70.324697,70.324697
2013:02:24,04:22:56.610,67.826615,69.568919
2013:02:24,04:22:56.708,60.035993,60.035993
2013:02:24,04:22:56.808,77.764135,77.772841
2013:02:24,04:22:56.912,73.027405,73.027405
2013:02:24,04:22:57.008,67.334688,67.396748
2013:02:24,04:22:57.109,69.613150,69.613150
2013:02:24,04:22:57.214,61.971320,62.077921
2013:02:24,04:22:57.308,75.562811,75.750467
2013:02:24,04:22:57.408,71.598783,71.654692
2013:02:24,04:22:57.511,71.460034,71.576068
2013:02:24,04:22:57.608,74.678105,75.181143
2013:02:24,04:22:57.708,73.925736,73.925736
2013:02:24,04:22:57.808,68.654698,68.665608
2013:02:24,04:22:57.908,73.034659,73.203736
2013:02:24,04:22:58.008,70.313074,70.313074
2013:02:24,04:22:58.108,81.276860,81.276860
2013:02:24,04:22:58.214,72.930579,72.948001
2013:02:24,04:22:58.308,80.858610,80.858610
2013:02:24,04:22:58.408,76.954537,76.954537
2013:02:24,04:22:58.510,78.531704,78.532676
2013:02:24,04:22:58.608,82.098919,82.134165
2013:02:24,04:22:58.708,63.527815,63.564423
2013:02:24,04:22:58.811,77.554844,77.611957
2013:02:24,04:22:58.908,64.227441,64.227441
2013:02:24,04:22:59.008,84.150059,84.150059
2013:02:24,04:22:59.108,86.264372,86.354464
2013:02:24,04:22:59.208,71.639121,71.639121
2013:02:24,04:22:59.308,60.439600,60.439600
2013:02:24,04:22:59.408,69.941203,71.473050
2013:02:24,04:22:59.512,63.079457,63.354352
2013:02:24,04:22:59.608,72.260874,73.043670
2013:02:24,04:22:59.708,52.914174,52.926661
2013:02:24,04:22:59.812,66.175447,66.175447
2013:02:24,04:22:59.908,71.589300,74.315731
2013:02:24,04:23:0.008,67.508874,67.902376
2013:02:24,04:23:0.108,82.660971,82.755769
2013:02:24,04:23:0.208,85.265729,85.265729
2013:02:24,04:23:0.308,92.356469,92.356469
2013:02:24,04:23:0.408,82.617978,82.617978
2013:02:24,04:23:0.508,78.664885,78.664885
2013:02:24,04:23:0.608,78.842949,78.842949
2013:02:24,04:23:0.708,74.129416,74.131472
2013:02:24,04:23:0.813,60.948312,61.549658
2013:02:24,04:23:0.911,53.796509,53.799816
2013:02:24,04:23:1.008,53.829795,53.841563
2013:02:24,04:23:1.112,65.692512,65.692512
2013:02:24,04:23:1.208,73.814961,74.867868
2013:02:24,04:23:1.308,60.213806,60.213806
2013:02:24,04:23:1.408,59.592264,59.798879
2013:02:24,04:23:1.508,64.739783,64.907414
2013:02:24,04:23:1.608,55.125296,55.170086
2013:02:24,04:23:1.707,48.469507,48.469507
2013:02:24,04:23:1.808,53.232627,53.262111
2013:02:24,04:23:1.908,54.087622,54.090159
2013:02:24,04:23:2.008,52.765628,52.765628
2013:02:24,04:23:2.113,53.937094,53.941785
2013:02:24,04:23:2.208,53.832580,53.832580
2013:02:24,04:23:2.308,65.552898,66.655525
2013:02:24,04:23:2.412,66.603350,66.623363
2013:02:24,04:23:2.508,61.945338,61.945338
2013:02:24,04:23:2.609,64.804831,65.151814
2013:02:24,04:23:2.708,52.943595,52.943595
2013:02:24,04:23:2.808,70.520605,70.774212
2013:02:24,04:23:2.908,66.402536,66.612607
2013:02:24,04:23:3.008,56.428583,56.602028
2013:02:24,04:23:3.112,61.012263,61.012263
2013:02:24,04:23:3.209,79.999093,81.613701
2013:02:24,04:23:3.307,61.104891,61.150770
2013:02:24,04:23:3.412,56.954826,57.034167
2013:02:24,04:23:3.508,68.723646,69.123260
2013:02:24,04:23:3.608,72.208455,72.532932
2013:02:24,04:23:3.710,75.885468,75.885468
2013:02:24,04:23:3.808,63.638954,64.158523
2013:02:24,04:23:3.908,59.326175,59.326175
2013:02:24,04:23:4.008,49.259376,49.259376
2013:02:24,04:23:4.108,51.247651,51.247651
2013:02:24,04:23:4.209,48.437398,48.437398
2013:02:24,04:23:4.307,51.727817,51.727817
2013:02:24,04:23:4.410,70.238568,70.238568
2013:02:24,04:23:4.508,61.542952,62.506972
2013:02:24,04:23:4.607,50.376658,50.401947
2013:02:24,04:23:4.712,51.416042,51.416042
2013:02:24,04:23:4.808,70.716457,70.749135
2013:02:24,04:23:4.908,74.101426,74.468558
2013:02:24,04:23:5.013,71.867989,71.911803
2013:02:24,04:23:5.108,84.101172,84.861047
2013:02:24,04:23:5.210,53.398163,53.452868
2013:02:24,04:23:5.309,50.593872,50.593872
2013:02:24,04:23:5.408,49.890344,49.918698
2013:02:24,04:23:5.510,62.652295,62.652295
2013:02:24,04:23:5.607,76.107756,76.628140
2013:02:24,04:23:5.712,84.819747,85.012440
2013:02:24,04:23:5.808,63.947896,63.947896
2013:02:24,04:23:5.907,58.368215,58.368215
2013:02:24,04:23:6.014,81.734741,81.734741
2013:02:24,04:23:6.107,83.795917,84.861971
2013:02:24,04:23:6.211,75.659953,78.144915
2013:02:24,04:23:6.308,56.558831,56.558831
2013:02:24,04:23:6.410,84.706838,86.513654
2013:02:24,04:23:6.508,76.214419,76.214419
2013:02:24,04:23:6.609,64.281022,64.281022
2013:02:24,04:23:6.708,52.882912,52.882912
2013:02:24,04:23:6.809,62.300870,62.300870
2013:02:24,04:23:6.908,64.393697,64.505887
2013:02:24,04:23:7.014,51.897371,51.897384
2013:02:24,04:23:7.108,54.895614,54.925780
2013:02:24,04:23:7.208,51.570609,51.577908
2013:02:24,04:23:7.310,61.488744,61.488744
2013:02:24,04:23:7.408,61.986539,61.986539
2013:02:24,04:23:7.508,73.468298,73.787399
2013:02:24,04:23:7.608,66.831521,68.759466
2013:02:24,04:23:7.708,79.479011,80.484531
2013:02:24,04:23:7.808,78.542876,78.619917
2013:02:24,04:23:7.908,62.534534,62.625633
2013:02:24,04:23:8.011,61.927304,61.945782
2013:02:24,04:23:8.108,68.224208,69.208437
2013:02:24,04:23:8.209,51.096626,51.096626
2013:02:24,04:23:8.310,62.334217,62.455846
2013:02:24,04:23:8.409,84.705351,84.847980
2013:02:24,04:23:8.508,72.216514,72.224289
2013:02:24,04:23:8.612,71.881474,71.881474
2013:02:24,04:23:8.708,67.850704,69.077277
2013:02:24,04:23:8.808,63.353383,63.353383
2013:02:24,04:23:8.908,71.817711,72.245306
2013:02:24,04:23:9.008,63.643169,63.782871
2013:02:24,04:23:9.108,67.028304,67.330705
2013:02:24,04:23:9.209,51.786706,51.796551
2013:02:24,04:23:9.308,65.581720,67.069862
2013:02:24,04:23:9.408,61.199965,61.420238
2013:02:24,04:23:9.508,51.812279,51.818577
2013:02:24,04:23:9.612,62.906811,62.906811
2013:02:24,04:23:9.708,86.225794,86.416297
2013:02:24,04:23:9.807,88.903914,88.951073
2013:02:24,04:23:9.912,66.511468,69.769452
2013:02:24,04:23:10.008,73.800595,74.082733
2013:02:24,04:23:10.108,78.411391,78.828659
2013:02:24,04:23:10.208,62.093792,62.237176
2013:02:24,04:23:10.308,66.392634,68.050160
2013:02:24,04:23:10.408,61.587907,62.473498
2013:02:24,04:23:10.508,51.209707,51.258974
2013:02:24,04:23:10.611,52.996050,53.004216
2013:02:24,04:23:10.708,50.813815,50.828750
2013:02:24,04:23:10.808,57.188727,57.815734
2013:02:24,04:23:10.912,51.322764,51.338209
2013:02:24,04:23:11.008,48.937728,48.942773
2013:02:24,04:23:11.107,49.940936,49.947175
2013:02:24,04:23:11.213,51.011400,51.063627
2013:02:24,04:23:11.308,53.644796,53.647207
2013:02:24,04:23:11.408,54.687486,54.687486
2013:02:24,04:23:11.508,49.659856,49.683657
2013:02:24,04:23:11.608,51.213515,51.221762
2013:02:24,04:23:11.708,55.764773,55.764773
2013:02:24,04:23:11.808,58.242110,58.355408
2013:02:24,04:23:11.912,52.653801,52.653801
2013:02:24,04:23:12.008,51.478558,51.478558
2013:02:24,04:23:12.108,54.688142,54.698277
2013:02:24,04:23:12.213,50.282789,50.315210
2013:02:24,04:23:12.308,50.208049,50.219792
2013:02:24,04:23:12.408,52.317707,52.317707
2013:02:24,04:23:12.511,57.534710,57.534710
2013:02:24,04:23:12.608,54.075916,54.075916
2013:02:24,04:23:12.708,50.852781,50.870658
2013:02:24,04:23:12.808,49.739215,49.752292
2013:02:24,04:23:12.908,50.920025,50.920025
2013:02:24,04:23:13.008,51.222973,51.231609
2013:02:24,04:23:13.108,54.889208,54.898069
2013:02:24,04:23:13.213,52.090858,52.090858
2013:02:24,04:23:13.308,49.748559,49.748559
2013:02:24,04:23:13.407,49.594390,49.594390
2013:02:24,04:23:13.512,48.234231,48.248068
2013:02:24,04:23:13.608,54.060496,54.103089
2013:02:24,04:23:13.707,56.540595,56.557390
2013:02:24,04:23:13.811,54.407157,54.407712
2013:02:24,04:23:13.909,50.233021,50.236301
2013:02:24,04:23:14.008,58.649553,58.649553
2013:02:24,04:23:14.108,48.425698,48.425698
2013:02:24,04:23:14.212,50.402805,50.402805
2013:02:24,04:23:14.308,54.925221,54.947439
2013:02:24,04:23:14.408,52.348028,52.372998
2013:02:24,04:23:14.512,53.138139,53.157749
2013:02:24,04:23:14.608,57.186146,57.409232
2013:02:24,04:23:14.708,50.277664,50.277664
2013:02:24,04:23:14.813,51.733912,51.733912
2013:02:24,04:23:14.908,53.942426,53.942426
2013:02:24,04:23:15.008,53.974358,53.974358
2013:02:24,04:23:15.108,50.571383,50.592307
2013:02:24,04:23:15.208,51.500089,51.500089
2013:02:24,04:23:15.308,49.409095,49.449372
2013:02:24,04:23:15.408,52.194699,52.194699
2013:02:24,04:23:15.511,53.731174,53.731174
2013:02:24,04:23:15.608,53.256098,53.256098
2013:02:24,04:23:15.708,52.259388,52.280046
2013:02:24,04:23:15.812,50.205200,50.205200
